,한글이름,영어이름,한글정보,영어정보,한글정보2,영어정보2,한글정보3,영어정보3,아이디,이미지,체력,공격,방어,특수공격,특수방어,스피드,타입
552,악비르,Krokorok,사막악어포켓몬,Desert Croc Pokémon,여러 마리가 무리를 짓는다. 안구를 감싼 막이 모래 폭풍으로부터 눈을 지켜준다.,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.,어둠 속에서도 볼 수 있는 특수한 눈을 가졌지만 사막의 밤은 춥기 때문에 잘 움직이지 않는다.,"Although this Pokémon has specialized eyes that allow it to see in the dark, Krokorok won’t move much at night—the desert gets cold after sunset.",552,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png,60,82,45,45,45,74,ground
553,악비아르,Krookodile,위협포켓몬,Intimidation Pokémon,아주 난폭한 포켓몬. 눈앞에서 움직이는 것은 모두 덮쳐서 깨물어 부수려고 한다.,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",난폭하지만 먹이를 잡기 위해 모래 속에서 며칠이든 기다리는 강한 인내력도 갖고 있다.,"While terribly aggressive, Krookodile also has the patience to stay hidden under sand for days, lying in wait for prey.",553,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png,95,117,80,65,70,92,ground
554,달막화,Darumaka,달마포켓몬,Zen Charm Pokémon,달막화의 배설물은 뜨거워서 옛날 사람은 품에 넣고 몸을 따뜻하게 하는 데 사용했다.,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.",자고 있을 때는 밀어도 당겨도 절대 쓰러지지 않는다. 길조의 모티브로 인기가 높다.,"This popular symbol of good fortune will never fall over in its sleep, no matter how it’s pushed or pulled.",554,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png,70,90,45,15,45,50,fire
555,불비달마,Darmanitan,염상포켓몬,Blazing Pokémon,격렬한 싸움으로 상처 입으면 바위처럼 굳어져 묵상하며 마음을 연마한다.,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.",체내의 불꽃이 타오를수록 파워가 올라간다. 그 온도는 1400도를 넘기도 한다.,"This Pokémon’s power level rises along with the temperature of its fire, which can reach 2,500 degrees Fahrenheit.",555,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png,105,140,55,30,55,95,fire
556,마라카치,Maractus,선인장포켓몬,Cactus Pokémon,템포가 빠른 춤과 소리로 꽃씨를 노리는 천적인 새포켓몬을 쫓아버린다.,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.,일 년에 한 번 씨를 뿌린다. 꽃의 씨는 영양이 매우 풍부해 사막의 귀중한 식량이다.,"Once each year, this Pokémon scatters its seeds. They’re jam-packed with nutrients, making them a precious food source out in the desert.",556,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png,75,86,67,106,67,60,grass
557,돌살이,Dwebble,돌집포켓몬,Rock Inn Pokémon,적당한 돌을 찾아 구멍을 뚫어 살 곳을 만든다. 부서지면 대신할 돌을 찾을 때까지 불안해한다.,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.,집으로 삼기 딱 좋은 돌멩이를 발견하지 못하면 하마돈의 구멍에 살기도 한다.,"It first tries to find a rock to live in, but if there are no suitable rocks to be found, Dwebble may move in to the ports of a Hippowdon.",557,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png,50,65,85,35,35,55,bug
558,암팰리스,Crustle,바위집포켓몬,Stone Home Pokémon,무거운 바위를 등에 지고 며칠이고 건조한 땅을 이동할 수 있는 다릿심을 가지고 있다.,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",두꺼운 발톱이 최고의 무기다. 거대코뿌리의 프로텍터조차 금이 갈 정도로 딱딱하다.,Its thick claws are its greatest weapons. They’re mighty enough to crack Rhyperior’s carapace.,558,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png,70,105,125,65,75,45,bug
559,곤율랭,Scraggy,탈피포켓몬,Shedding Pokémon,가죽을 목까지 늘려서 방어 자세를 취한다. 고무 같은 탄력을 이용해 데미지를 줄인다.,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.",튼튼한 가죽으로 몸을 지킨다. 가죽이 다 늘어나면 진화할 때가 되었다고 한다.,It protects itself with its durable skin. It’s thought that this Pokémon will evolve once its skin has completely stretched out.,559,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png,50,75,70,35,70,48,dark
560,곤율거니,Scrafty,악당포켓몬,Hoodlum Pokémon,탈피한 가죽을 끌어 올려 데미지를 줄이면서 킥! 볏이 클수록 거만하다.,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,매우 거친 성격이지만 가족과 동료와 영역은 소중히 여긴다.,"While mostly known for having the temperament of an aggressive ruffian, this Pokémon takes very good care of its family, friends, and territory.",560,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png,65,90,115,45,115,58,dark
561,심보러,Sigilyph,흡사새포켓몬,Avianoid Pokémon,고대 도시의 수호신이었다. 자기 영역을 침범한 상대를 사이코 파워로 공격한다.,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.",심보러가 나는 사막 아래를 조사해 보니 고대 도시로 여겨지는 자취가 발견되었다.,A discovery was made in the desert where Sigilyph fly. The ruins of what may have been an ancient city were found beneath the sands.,561,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png,72,58,80,103,80,97,psychic
562,데스마스,Yamask,영혼포켓몬,Spirit Pokémon,무덤에 매장된 사람의 영혼이 포켓몬으로 변했다. 죽기 전 기억이 남아 있다.,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,고대인의 영혼이 포켓몬이 되어 태어났다. 자신의 얼굴을 아는 사람을 찾아 유적을 떠돈다.,"The spirit of a person from a bygone age became this Pokémon. It rambles through ruins, searching for someone who knows its face.",562,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png,38,30,85,55,65,30,ghost
563,데스니칸,Cofagrigus,관포켓몬,Coffin Pokémon,황금으로 된 반짝거리는 몸. 자신이 인간이었다는 사실을 이제는 기억하지 못할 것이다.,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,오래된 묘지의 벽을 보면 왕의 부를 드러내고자 그려져 있는 경우가 많다.,There are many depictions of Cofagrigus decorating ancient tombs. They’re symbols of the wealth that kings of bygone eras had.,563,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png,58,50,145,95,105,30,ghost
564,프로토가,Tirtouga,옛날거북포켓몬,Prototurtle Pokémon,약 1억 년 전 바다를 헤엄쳐 다녔다. 육지에 올라 먹이를 덮치는 일도 있다.,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",많은 거북포켓몬의 선조로 여겨지고 있는 포켓몬이다. 화석에서 복원되었다.,Tirtouga is considered to be the ancestor of many turtle Pokémon. It was restored to life from a fossil.,564,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png,54,78,103,53,45,22,water
565,늑골라,Carracosta,옛날거북포켓몬,Prototurtle Pokémon,바다와 육지에서 생활한다. 손바닥으로 쳐서 배 밑바닥에 구멍을 내는 파워의 소유자다.,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,물속과 비교하면 움직임이 둔하지만 먹이를 찾아 육지에서도 활동한다.,This Pokémon emerges from the water in search of prey despite the fact that it moves more slowly on land.,565,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png,74,108,133,83,65,32,water
566,아켄,Archen,최초새포켓몬,First Bird Pokémon,화석에서 부활한 포켓몬이다. 모든 새포켓몬의 조상이라 여겨지고 있다.,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",새포켓몬의 선조로 불린다. 나무 위에서 살며 나무열매나 벌레포켓몬을 먹는다.,"Archen is said to be the ancestor of bird Pokémon. It lived in treetops, eating berries and bug Pokémon.",566,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png,55,112,45,74,45,70,rock
567,아케오스,Archeops,최초새포켓몬,First Bird Pokémon,지상에서 도움닫기를 하여 날아오른다. 동료와 협력하여 먹이를 잡는 지능을 가졌다.,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",비행도 가능하지만 지상에서 먹이를 사냥하는 일을 훨씬 더 잘하는 듯하다.,"Though capable of flight, Archeops was apparently better at hunting on the ground.",567,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png,75,140,65,112,65,110,rock
568,깨봉이,Trubbish,쓰레기봉투포켓몬,Trash Bag Pokémon,쓰레기 봉지가 산업 폐기물과 화학적 변화를 일으켜서 포켓몬으로 다시 태어났다.,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,쓰레기가 가득 담긴 쓰레기봉투에서 태어났다. 내뿜는 독가스는 가라르의 또도가스가 매우 좋아한다.,This Pokémon was born from a bag stuffed with trash. Galarian Weezing relish the fumes belched by Trubbish.,568,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png,50,50,62,40,62,65,poison
569,더스트나,Garbodor,쓰레기장포켓몬,Trash Heap Pokémon,왼팔로 상대를 꼭 붙들고 입에서 악취가 나는 독가스를 토해내서 마무리한다.,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,오른팔에서 내보내는 독액은 약한 생물이 맞으면 즉사할 정도로 위험하다.,The toxic liquid it launches from its right arm is so virulent that it can kill a weakened creature instantly.,569,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png,80,95,82,60,82,75,poison
570,조로아,Zorua,나쁜여우포켓몬,Tricky Fox Pokémon,상대와 똑 닮게 둔갑한 것처럼 보이게 하여 속이거나 놀라게 해서 그 틈에 도망가는 일이 많다.,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",먹이를 찾아 사람으로 둔갑하여 마을에 나타나기도 한다. 주로 아이로 둔갑한다.,"A once-departed soul, returned to life in Hisui. Derives power from resentment, which rises as energy atop its head and takes on the forms of foes. In this way, Zorua vents lingering malice.",570,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png,40,65,40,80,40,65,dark
571,조로아크,Zoroark,요괴여우포켓몬,Illusion Fox Pokémon,한 번에 많은 사람을 속이는 힘을 가졌다. 환영의 경치를 보여줘 거처를 지킨다.,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,고독한 트레이너는 조로아크에게 환상을 보여주도록 명령하여 혼자만의 외로움을 달랜다.,"With its disheveled white fur, it looks like an embodiment of death. Heedless of its own safety, Zoroark attacks its nemeses with a bitter energy so intense, it lacerates Zoroark's own body.",571,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png,60,105,60,120,60,105,dark
572,치라미,Minccino,친칠라포켓몬,Chinchilla Pokémon,서로의 꼬리로 상대를 철저히 깨끗하게 만드는 것이 치라미끼리의 인사다.,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.",꼬리로 쓰다듬으며 서로 인사한다. 꼬리 털이 많은 쪽이 조금 으스댄다.,"They pet each other with their tails as a form of greeting. Of the two, the one whose tail is fluffier is a bit more boastful.",572,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png,55,50,40,40,40,75,normal
573,치라치노,Cinccino,스카프포켓몬,Scarf Pokémon,하얀 털은 감촉이 정말 좋다. 먼지나 정전기가 전혀 생기지 않는다.,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,특별한 기름이 스며든 털은 공격을 받아넘긴다. 기름은 높은 가격에 거래되고 있다.,A special oil that seeps through their fur helps them avoid attacks. The oil fetches a high price at market.,573,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png,75,95,60,65,60,115,normal
